pos_order_number,sku_id,qty,total_amount,order_date,promotion_code,promotion_name_zh,promotion_name_en,promotion_label,promotion_discount_amount,cashier,hybris_sync_date,mall_dollar_rebate_amount
STL0120260304172020,H1688001_S_10111262,3,29.9,2026-03-04,PROMO_32096|PROMO_32542,"<FRUIT>  ALL 澳洲牛油果: $39.9/3個|送檸檬碳酸1支(3)","<FRUIT> Buy More Save More: $39.9/3|送檸檬碳酸1支(3)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,5.1|10.0,MF250276,"0000-00-00 00:00:00",NULL
STL0120260304172020,H0888001_S_10160755,2,20,2026-03-04,PROMO_26675|PROMO_32536,"<RM> 檸檬果汁碳酸飲料 $28/2|送檸檬碳酸1支(1)","<RM> 檸檬果汁碳酸飲料 $28/2|送檸檬碳酸1支(1)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,8.0|8.0,MF250276,"0000-00-00 00:00:00",NULL
STL0120260304172020,H1688001_S_10111281,1,68.6,2026-03-04,PROMO_CLEARANCE_DEFAULT,O2O門市清貨優惠,"O2O Store Clearance Discount",MANUAL,29.4,MF250276,"0000-00-00 00:00:00",NULL
STL0120260304172020,H0001001_S_plasticbag1,1,1,2026-03-04,,,,,,MF250276,"0000-00-00 00:00:00",NULL
GIN0220260304172019,H0888001_S_10156964,1,58,2026-03-04,PROMO_4347,"Auto 長者會員每件-$2","Auto Senior Club Member -$2/pcs",PROMOTION,2.0,MF231068,"2000-05-08 00:00:00",NULL
GIN0220260304172019,H0888001_S_10158734,1,0,2026-03-04,PROMO_4347|PROMO_31854,"Auto 長者會員每件-$2|(長者會認證後消費即送雞蛋)","Auto Senior Club Member -$2/pcs|(長者會認證後消費即送雞蛋)",PROMOTION|MANUAL,0.0|15.0,MF231068,"0000-00-00 00:00:00",NULL
KRS0020260304172023,H1688001_S_10111152,2,55.9,2026-03-04,PROMO_4347|PROMO_32494|PROMO_32539,"Auto 長者會員每件-$2|<FRUIT>  ALL 厄瓜多爾麒麟果: $69.9/2個|送檸檬碳酸1支(2)","Auto Senior Club Member -$2/pcs|<FRUIT> Buy More Save More: $69.9/2|送檸檬碳酸1支(2)",PROMOTION|RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.0|8.1|10.0,HWCHOW,"0000-00-00 00:00:00",NULL
KRS0020260304172023,H0888001_S_10160755,1,8,2026-03-04,PROMO_4347|PROMO_32539,"Auto 長者會員每件-$2|送檸檬碳酸1支(2)","Auto Senior Club Member -$2/pcs|送檸檬碳酸1支(2)",PROMOTION|RM_DISCOUNT_SKU_LEVEL,2.0|8.0,HWCHOW,"0000-00-00 00:00:00",NULL
TKL0020260304172035,H1688001_S_10111816,1,31.5,2026-03-04,PROMO_CLEARANCE_DEFAULT,O2O門市清貨優惠,"O2O Store Clearance Discount",MANUAL,18.5,WIWONG,"2000-03-15 00:00:00",NULL
TKL0020260304172035,H1688001_S_10111262,3,29.9,2026-03-04,PROMO_32096|PROMO_32542,"<FRUIT>  ALL 澳洲牛油果: $39.9/3個|送檸檬碳酸1支(3)","<FRUIT> Buy More Save More: $39.9/3|送檸檬碳酸1支(3)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,5.1|10.0,WIWONG,"0000-00-00 00:00:00",NULL
TKL0020260304172035,H0888001_S_10161394,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,WIWONG,"0000-00-00 00:00:00",NULL
TCS0320260304172035,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,HYTO,"2000-04-02 00:00:00",NULL
TYS0020260304172037,H0888001_S_10158529,2,84,2026-03-04,PROMO_30060|PROMO_31521,"<RM> 洗衣珠買一送一 $119|<RM>洗衣珠B1G1 再送日本洗頭水一支","<RM> 洗衣珠買一送一 $119|<RM>洗衣珠B1G1 再送日本洗頭水一支",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,119.0|35.0,LMCHEUNG,"2000-08-04 00:00:00",NULL
TYS0020260304172037,H0888001_S_10158853,1,35,2026-03-04,PROMO_31521,"<RM>洗衣珠B1G1 再送日本洗頭水一支","<RM>洗衣珠B1G1 再送日本洗頭水一支",RM_DISCOUNT_SKU_LEVEL,1.9,LMCHEUNG,"2000-03-05 00:00:00",NULL
TYS0020260304172037,H1688001_S_10111284,1,85,2026-03-04,PROMO_32105,TYS,TYS,RM_DISCOUNT_SKU_LEVEL,4.9,LMCHEUNG,"2000-08-05 00:00:00",NULL
TYS0020260304172037,H1688001_S_10111282,1,68,2026-03-04,PROMO_32105,TYS,TYS,RM_DISCOUNT_SKU_LEVEL,21.9,LMCHEUNG,"2000-06-08 00:00:00",NULL
DIA0020260304172042,H1688001_S_10111879,1,15,2026-03-04,PROMO_CLEARANCE_DEFAULT,O2O門市清貨優惠,"O2O Store Clearance Discount",MANUAL,44.9,MF230874,"0000-00-00 00:00:00",NULL
DIA0020260304172042,H1688001_S_10112504,6,19.9,2026-03-04,PROMO_31263,"<FRUIT>  ALL 瑭橙: $19.9/6個","<FRUIT> Buy More Save More: $19.9/6",RM_DISCOUNT_SKU_LEVEL,4.1,MF230874,"0000-00-00 00:00:00",NULL
SRS0120260304172046,H0888001_S_10140116,1,82,2026-03-04,,,,,,WYKAN,"0000-00-00 00:00:00",NULL
SRS0120260304172046,H0888001_S_10156232,1,88,2026-03-04,PROMO_29588,消費換購1件,消費換購1件,RM_DISCOUNT_SKU_LEVEL,21.0,WYKAN,"0000-00-00 00:00:00",NULL
SHS0120260304172040,H1688001_S_10111270,3,33.9,2026-03-04,PROMO_32530,"<FRUIT>  ALL 日本王林蘋果: $33.9/3個","<FRUIT> Buy More Save More: $33.9/3個",RM_DISCOUNT_SKU_LEVEL,5.1,LYCHUNG,"0000-00-00 00:00:00",NULL
SHS0120260304172040,H1688001_S_10111284,1,78,2026-03-04,PROMO_31824,SHS追價,SHS追價,RM_DISCOUNT_SKU_LEVEL,11.9,LYCHUNG,"2000-07-08 00:00:00",NULL
SCE0120260304172043,H1688001_S_10112001,2,37.6,2026-03-04,PROMO_3566,"O2O 菜類產品買2件9折","O2O Any 2 kinds of veggies, 10% OFF",RM_DISCOUNT_SKU_LEVEL,4.2,MF231188,"0000-00-00 00:00:00",NULL
SCE0120260304172043,H1688001_S_10111282,1,89.9,2026-03-04,,,,,,MF231188,"0000-00-00 00:00:00",NULL
SCE0120260304172043,H0888001_S_10143356,1,25,2026-03-04,,,,,,MF231188,"2000-02-05 00:00:00",NULL
FTC0020260304172044,H1688001_S_10111282,1,89.9,2026-03-04,,,,,,MF250141,"0000-00-00 00:00:00",NULL
NMW0020260304172035,H0888001_S_10138512,2,38,2026-03-04,PROMO_4347|PROMO_27950,"Auto 長者會員每件-$2|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","Auto Senior Club Member -$2/pcs|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|8.0,SYMAK,"0000-00-00 00:00:00",NULL
TKL0020260304172058,H0888001_S_10144447,1,89.9,2026-03-04,,,,,,WIWONG,"0000-00-00 00:00:00",NULL
WME0020260304172059,H0888001_S_10158756,1,45.9,2026-03-04,PROMO_29588,消費換購1件,消費換購1件,RM_DISCOUNT_SKU_LEVEL,6.1,LCCHUNG,"0000-00-00 00:00:00",NULL
WME0020260304172059,H1688001_S_10111317,1,35,2026-03-04,PROMO_CLEARANCE_DEFAULT,O2O門市清貨優惠,"O2O Store Clearance Discount",MANUAL,34.9,LCCHUNG,"0000-00-00 00:00:00",NULL
BYM0220260304172101,H1688001_S_10111284,1,89.9,2026-03-04,,,,,,MF250355,"0000-00-00 00:00:00",NULL
BYM0220260304172101,H1688001_S_10111282,1,89.9,2026-03-04,,,,,,MF250355,"0000-00-00 00:00:00",NULL
SHE0020260304172101,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,KFHO,"0000-00-00 00:00:00",NULL
YUL0020260304172046,H0888001_S_10155840,2,161.5,2026-03-04,PROMO_1855,Auto「自取再買現貨」95折優惠,"Auto Shop pick-up 5% off",RM_DISCOUNT_ORDER_LEVEL,8.5,PCFLAI,"0000-00-00 00:00:00",NULL
YUL0020260304172046,H0888001_S_10161394,1,9.5,2026-03-04,PROMO_1855|PROMO_32539,Auto「自取再買現貨」95折優惠|送檸檬碳酸1支(2),"Auto Shop pick-up 5% off|送檸檬碳酸1支(2)",RM_DISCOUNT_ORDER_LEVEL|RM_DISCOUNT_SKU_LEVEL,0.5|8.0,PCFLAI,"0000-00-00 00:00:00",NULL
YUL0020260304172046,H1688001_S_10112341,2,75.9,2026-03-04,PROMO_1855|PROMO_31311|PROMO_32539,"Auto「自取再買現貨」95折優惠|<FRUIT>  ALL 藍色長盒珍寶藍莓: $89.9/2盒|送檸檬碳酸1支(2)","Auto Shop pick-up 5% off|<FRUIT> Buy More Save More: $89.9/2|送檸檬碳酸1支(2)",RM_DISCOUNT_ORDER_LEVEL|RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.0|10.1|10.0,PCFLAI,"0000-00-00 00:00:00",NULL
ABC0020260304172110,H1688001_S_10111879,1,59.9,2026-03-04,,,,,,CHENXY,"0000-00-00 00:00:00",NULL
ABC0020260304172110,H1688001_S_10112336,1,15.9,2026-03-04,PROMO_CLEARANCE_DEFAULT,O2O門市清貨優惠,"O2O Store Clearance Discount",MANUAL,4.0,CHENXY,"0000-00-00 00:00:00",NULL
OWS0320260304172111,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,LOMF,"0000-00-00 00:00:00",NULL
TPS0120260304172116,H1688001_S_10112336,1,19.9,2026-03-04,,,,,,MF230991,"0000-00-00 00:00:00",NULL
TPS0120260304172116,H1888001_S_16001724,1,20,2026-03-04,PROMO_29588,消費換購1件,消費換購1件,RM_DISCOUNT_SKU_LEVEL,5.0,MF230991,"0000-00-00 00:00:00",NULL
CHE0020260304172110,H0888001_S_Clearance_20dollars,2,40,2026-03-04,,,,,,LHCHAN,"0000-00-00 00:00:00",NULL
CHE0020260304172110,H0888001_S_Clearance_10dollars,1,10,2026-03-04,,,,,,LHCHAN,"0000-00-00 00:00:00",NULL
ERE0120260304172112,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,WHNG,"2000-04-02 00:00:00",NULL
MFS0220260304172117,H0888001_S_10138512,2,38,2026-03-04,PROMO_4347|PROMO_27950,"Auto 長者會員每件-$2|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","Auto Senior Club Member -$2/pcs|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|8.0,MF250345,"0000-00-00 00:00:00",NULL
LOH0020260304172119,H1688001_S_10111270,3,33.9,2026-03-04,PROMO_32530,"<FRUIT>  ALL 日本王林蘋果: $33.9/3個","<FRUIT> Buy More Save More: $33.9/3個",RM_DISCOUNT_SKU_LEVEL,5.1,MF220683,"0000-00-00 00:00:00",NULL
TWS0020260304172125,H0888001_S_10138512,2,38,2026-03-04,PROMO_4347|PROMO_27950,"Auto 長者會員每件-$2|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","Auto Senior Club Member -$2/pcs|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|8.0,MF250301,"2000-03-08 00:00:00",NULL
KOR0020260304172114,H1688001_S_10111891,2,29.9,2026-03-04,PROMO_32539|PROMO_32563,"送檸檬碳酸1支(2)|<FRUIT>  ALL 清甜秋月梨: $39.9/2個","送檸檬碳酸1支(2)|<FRUIT> Buy More Save More: $39.9/2",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,10.0|4.1,TLLO,"0000-00-00 00:00:00",NULL
KOR0020260304172114,H0888001_S_10161394,1,10,2026-03-04,PROMO_32539,送檸檬碳酸1支(2),送檸檬碳酸1支(2),RM_DISCOUNT_SKU_LEVEL,8.0,TLLO,"0000-00-00 00:00:00",NULL
HOM0320260304172128,H1688001_S_10112304,1,25,2026-03-04,PROMO_32476,"<FRUIT>  ALL 盒裝黑莓 ／盒裝紅莓 : $49.9/2盒","<FRUIT>  ALL 盒裝黑莓 ／盒裝紅莓 : $49.9/2盒",RM_DISCOUNT_SKU_LEVEL,3.0,WHNG,"2000-02-05 00:00:00",NULL
HOM0320260304172128,H1688001_S_10112303,1,24.9,2026-03-04,PROMO_32476,"<FRUIT>  ALL 盒裝黑莓 ／盒裝紅莓 : $49.9/2盒","<FRUIT>  ALL 盒裝黑莓 ／盒裝紅莓 : $49.9/2盒",RM_DISCOUNT_SKU_LEVEL,3.1,WHNG,"0000-00-00 00:00:00",NULL
HOM0320260304172128,H1688001_S_10111282,1,89.9,2026-03-04,,,,,,WHNG,"0000-00-00 00:00:00",NULL
HOM0320260304172128,H1888001_S_16001724,1,20,2026-03-04,PROMO_29588,消費換購1件,消費換購1件,RM_DISCOUNT_SKU_LEVEL,5.0,WHNG,"0000-00-00 00:00:00",NULL
APG0120260304172130,H1688001_S_10112060,3,19.9,2026-03-04,PROMO_32087,"<FRUIT>  ALL 新高梨: $19.9/3","<FRUIT> Buy More Save More: $19.9/3",RM_DISCOUNT_SKU_LEVEL,4.1,MF231063,"0000-00-00 00:00:00",NULL
SHS0120260304172129,H0888001_S_10157922,1,64.9,2026-03-04,,,,,,LYCHUNG,"0000-00-00 00:00:00",NULL
SHS0120260304172129,H0888001_S_10151676,1,52,2026-03-04,,,,,,LYCHUNG,"0000-00-00 00:00:00",NULL
FTC0020260304172118,H1688001_S_10112504,6,19.9,2026-03-04,PROMO_31263,"<FRUIT>  ALL 瑭橙: $19.9/6個","<FRUIT> Buy More Save More: $19.9/6",RM_DISCOUNT_SKU_LEVEL,4.1,MF250141,"0000-00-00 00:00:00",NULL
OLY0120260304172134,H1688001_S_10112504,6,19.9,2026-03-04,PROMO_31263,"<FRUIT>  ALL 瑭橙: $19.9/6個","<FRUIT> Buy More Save More: $19.9/6",RM_DISCOUNT_SKU_LEVEL,4.1,PYLAW,"0000-00-00 00:00:00",NULL
TKS0020260304172136,H1688001_S_10111838,1,19.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,MF240155,"0000-00-00 00:00:00",NULL
TKS0020260304172136,H0888001_S_10161394,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,MF240155,"0000-00-00 00:00:00",NULL
TKS0020260304172136,H1888001_S_16001724,1,20,2026-03-04,PROMO_29588,消費換購1件,消費換購1件,RM_DISCOUNT_SKU_LEVEL,5.0,MF240155,"0000-00-00 00:00:00",NULL
SRS0120260304172139,H0888001_S_10144447,1,87.9,2026-03-04,PROMO_4347,"Auto 長者會員每件-$2","Auto Senior Club Member -$2/pcs",PROMOTION,2.0,WYKAN,"0000-00-00 00:00:00",NULL
WME0020260304172145,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,LCCHUNG,"0000-00-00 00:00:00",NULL
MCS0020260304172147,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,YYSHIH,"0000-00-00 00:00:00",NULL
YUL0020260304172147,H1688001_S_10111282,1,89.9,2026-03-04,,,,,,PCFLAI,"0000-00-00 00:00:00",NULL
SLE0120260304172143,H1688001_S_10111282,1,89.9,2026-03-04,,,,,,KKLO,"0000-00-00 00:00:00",NULL
SLE0120260304172143,H1688001_S_10111868,1,59.9,2026-03-04,,,,,,KKLO,"0000-00-00 00:00:00",NULL
SLE0120260304172143,H1688001_S_10112163,1,16.8,2026-03-04,PROMO_29441,<水果>消費換購,<水果>消費換購,RM_DISCOUNT_SKU_LEVEL,1.2,KKLO,"0000-00-00 00:00:00",NULL
KRS0020260304172147,H0888001_S_10143148,1,35,2026-03-04,,,,,,HWCHOW,"0000-00-00 00:00:00",NULL
FVG0220260304172140,H1688001_S_10111881,2,19.8,2026-03-04,PROMO_29441,<水果>消費換購,<水果>消費換購,RM_DISCOUNT_SKU_LEVEL,13.8,MF240107,"0000-00-00 00:00:00",NULL
FVG0220260304172140,H1688001_S_10111838,1,19.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,MF240107,"0000-00-00 00:00:00",NULL
FVG0220260304172140,H0888001_S_10161394,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,MF240107,"0000-00-00 00:00:00",NULL
UNC0020260304172146,H0888001_S_10158883,20,318,2026-03-04,,,,,,KANCY,"0000-00-00 00:00:00",NULL
UNC0020260304172146,H0001001_S_plasticbag2,1,1,2026-03-04,,,,,,KANCY,"0000-00-00 00:00:00",NULL
HOM0320260304172153,H1688001_S_10111262,1,10.5,2026-03-04,PROMO_CLEARANCE_DEFAULT,O2O門市清貨優惠,"O2O Store Clearance Discount",MANUAL,4.5,WHNG,"0000-00-00 00:00:00",NULL
SHS0120260304172151,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,LYCHUNG,"0000-00-00 00:00:00",NULL
TYS0020260304172156,H0888001_S_10144447,1,89.9,2026-03-04,,,,,,LMCHEUNG,"0000-00-00 00:00:00",NULL
FTC0020260304172150,H0888001_S_10158734,2,16,2026-03-04,PROMO_4347|PROMO_30468,"Auto 長者會員每件-$2|<RM>貴州高原紅心雞蛋 $20/2","Auto Senior Club Member -$2/pcs|<RM>貴州高原紅心雞蛋 $20/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|10.0,MF250141,"0000-00-00 00:00:00",NULL
GIN0220260304172156,H1688001_S_10112504,6,19.9,2026-03-04,PROMO_31263,"<FRUIT>  ALL 瑭橙: $19.9/6個","<FRUIT> Buy More Save More: $19.9/6",RM_DISCOUNT_SKU_LEVEL,4.1,MF231068,"0000-00-00 00:00:00",NULL
LYG0020260304172158,H1688001_S_10112163,1,16.8,2026-03-04,PROMO_29450,<水果>自取換購,<水果>自取換購,RM_DISCOUNT_SKU_LEVEL,1.2,KLMA,"0000-00-00 00:00:00",NULL
TPM0020260304172159,H0888001_S_10158734,2,20,2026-03-04,PROMO_30468,"<RM>貴州高原紅心雞蛋 $20/2","<RM>貴州高原紅心雞蛋 $20/2",RM_DISCOUNT_SKU_LEVEL,10.0,MYKO,"0000-00-00 00:00:00",NULL
SHE0020260304172158,H1688001_S_10111262,3,39.9,2026-03-04,PROMO_32096,"<FRUIT>  ALL 澳洲牛油果: $39.9/3個","<FRUIT> Buy More Save More: $39.9/3",RM_DISCOUNT_SKU_LEVEL,5.1,KFHO,"0000-00-00 00:00:00",NULL
SHE0020260304172158,H1688001_S_10111281,1,68.6,2026-03-04,PROMO_CLEARANCE_DEFAULT,O2O門市清貨優惠,"O2O Store Clearance Discount",MANUAL,29.4,KFHO,"0000-00-00 00:00:00",NULL
SHE0020260304172158,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,KFHO,"0000-00-00 00:00:00",NULL
BYM0220260304172210,H1688001_S_10111282,1,89.9,2026-03-04,,,,,,MF250355,"0000-00-00 00:00:00",NULL
SCE0120260304172213,H1688001_S_10111838,1,19.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,MF231188,"0000-00-00 00:00:00",NULL
SCE0120260304172213,H0888001_S_10161394,1,10,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,8.0,MF231188,"0000-00-00 00:00:00",NULL
MKS0020260304172215,H0888001_S_10138512,2,38,2026-03-04,PROMO_4347|PROMO_27950,"Auto 長者會員每件-$2|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","Auto Senior Club Member -$2/pcs|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|8.0,KYLAI,"0000-00-00 00:00:00",NULL
TCS0320260304172216,H1688001_S_10111262,3,29.9,2026-03-04,PROMO_32096|PROMO_32542,"<FRUIT>  ALL 澳洲牛油果: $39.9/3個|送檸檬碳酸1支(3)","<FRUIT> Buy More Save More: $39.9/3|送檸檬碳酸1支(3)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,5.1|10.0,HYTO,"0000-00-00 00:00:00",NULL
TCS0320260304172216,H1688001_S_10111868,1,49.9,2026-03-04,PROMO_32536,送檸檬碳酸1支(1),送檸檬碳酸1支(1),RM_DISCOUNT_SKU_LEVEL,10.0,HYTO,"0000-00-00 00:00:00",NULL
TCS0320260304172216,H0888001_S_10160755,2,20,2026-03-04,PROMO_26675|PROMO_32536,"<RM> 檸檬果汁碳酸飲料 $28/2|送檸檬碳酸1支(1)","<RM> 檸檬果汁碳酸飲料 $28/2|送檸檬碳酸1支(1)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,8.0|8.0,HYTO,"0000-00-00 00:00:00",NULL
STR0020260304172214,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,NGYT,"0000-00-00 00:00:00",NULL
TKS0020260304172215,H1688001_S_10111282,1,89.9,2026-03-04,,,,,,MF240155,"0000-00-00 00:00:00",NULL
FTC0020260304172222,H1688001_S_10111281,1,98,2026-03-04,,,,,,MF250141,"0000-00-00 00:00:00",NULL
HHS0220260304172227,H0888001_S_10010656,2,48.5,2026-03-04,PROMO_31758,"<RM>限時優惠 3.6牛乳 $48.5/2","<RM>限時優惠 3.6牛乳 $48.5/2",RM_DISCOUNT_SKU_LEVEL,5.5,YYSHIH,"0000-00-00 00:00:00",NULL
KOR0020260304172226,H1688001_S_10112504,6,19.9,2026-03-04,PROMO_31263,"<FRUIT>  ALL 瑭橙: $19.9/6個","<FRUIT> Buy More Save More: $19.9/6",RM_DISCOUNT_SKU_LEVEL,4.1,TLLO,"0000-00-00 00:00:00",NULL
TYS0020260304172218,H0888001_S_Z10163228,1,6.9,2026-03-04,,,,,,LMCHEUNG,"0000-00-00 00:00:00",NULL
TPM0020260304172224,H0888001_S_10160755,2,20,2026-03-04,PROMO_26675|PROMO_32482,"<RM> 檸檬果汁碳酸飲料 $28/2|<RM> 買任何貨品 $10 換購一支","<RM> 檸檬果汁碳酸飲料 $28/2|<RM> 買任何貨品 $10 換購一支",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,8.0|8.0,MYKO,"0000-00-00 00:00:00",NULL
STL0120260304172222,H1688001_S_10111284,1,78,2026-03-04,PROMO_CLEARANCE_DEFAULT,O2O門市清貨優惠,"O2O Store Clearance Discount",MANUAL,11.9,MF250276,"2000-07-08 00:00:00",NULL
SHS0120260304172236,H1688001_S_10111282,1,78,2026-03-04,PROMO_31824,SHS追價,SHS追價,RM_DISCOUNT_SKU_LEVEL,11.9,LYCHUNG,"2000-07-08 00:00:00",NULL
SHS0120260304172236,H1688001_S_10111270,3,33.9,2026-03-04,PROMO_32530,"<FRUIT>  ALL 日本王林蘋果: $33.9/3個","<FRUIT> Buy More Save More: $33.9/3個",RM_DISCOUNT_SKU_LEVEL,5.1,LYCHUNG,"0000-00-00 00:00:00",NULL
GIN0220260304172232,H1688001_S_10111270,3,33.9,2026-03-04,PROMO_32530,"<FRUIT>  ALL 日本王林蘋果: $33.9/3個","<FRUIT> Buy More Save More: $33.9/3個",RM_DISCOUNT_SKU_LEVEL,5.1,MF231068,"0000-00-00 00:00:00",NULL
SWH0020260304172225,H0888001_S_Clearance_50dollars,1,50,2026-03-04,,,,,,MF240030,"0000-00-00 00:00:00",NULL
APG0120260304172235,H0888001_S_10138512,2,38,2026-03-04,PROMO_4347|PROMO_27950,"Auto 長者會員每件-$2|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","Auto Senior Club Member -$2/pcs|<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",PROMOTION|RM_DISCOUNT_SKU_LEVEL,4.0|8.0,MF231063,"0000-00-00 00:00:00",NULL
UNC0020260304172242,H1688001_S_10112060,3,9.9,2026-03-04,PROMO_32087|PROMO_32542,"<FRUIT>  ALL 新高梨: $19.9/3|送檸檬碳酸1支(3)","<FRUIT> Buy More Save More: $19.9/3|送檸檬碳酸1支(3)",RM_DISCOUNT_SKU_LEVEL|RM_DISCOUNT_SKU_LEVEL,4.1|10.0,KANCY,"0000-00-00 00:00:00",NULL
UNC0020260304172242,H0888001_S_10161394,1,10,2026-03-04,PROMO_32542,送檸檬碳酸1支(3),送檸檬碳酸1支(3),RM_DISCOUNT_SKU_LEVEL,8.0,KANCY,"0000-00-00 00:00:00",NULL
TWS0020260304172228,H1688001_S_10112060,3,19.9,2026-03-04,PROMO_32087,"<FRUIT>  ALL 新高梨: $19.9/3","<FRUIT> Buy More Save More: $19.9/3",RM_DISCOUNT_SKU_LEVEL,4.1,MF250301,"0000-00-00 00:00:00",NULL
TWS0020260304172228,H0888001_S_10138512,1,0,2026-03-04,PROMO_4347|PROMO_31854,"Auto 長者會員每件-$2|(長者會認證後消費即送雞蛋)","Auto Senior Club Member -$2/pcs|(長者會認證後消費即送雞蛋)",PROMOTION|MANUAL,0.0|25.0,MF250301,"0000-00-00 00:00:00",NULL
SHE0020260304172245,H0888001_S_40000056,1,39,2026-03-04,,,,,,KFHO,"2000-03-09 00:00:00",NULL
SHE0020260304172245,H0888001_S_40000077,1,119.9,2026-03-04,,,,,,KFHO,"0000-00-00 00:00:00",NULL
NMW0020260304172240,H0888001_S_10138512,2,42,2026-03-04,PROMO_27950,"<RM>日本白蛋/韓國蛋/泰國蛋 $42/2","<RM>日本白蛋/韓國蛋/泰國蛋 $42/2",RM_DISCOUNT_SKU_LEVEL,8.0,SYMAK,"0000-00-00 00:00:00",NULL
TWO0020260304172240,H0888001_S_10153500,1,79,2026-03-04,,,,,,MYKO,"0000-00-00 00:00:00",NULL
